# TaskBarHeroSpeed traded market top lock list
# generated_at_utc=2026-06-30T09:43:12+00:00
# source_prices=https://raw.githubusercontent.com/WarmBed/TBH-DPS-dashboard/data/prices.json
# prices_cached_at=1782808353238
# limit=100
# item_ids=195
item_id	price_cents	rank	last_sold_at	market_hash	name_zh_hans
636072	584	12	1782808353	Obsidian Bracer (Beyond) A	黑曜石腕甲 (超凡) A
606091	569	13	1782808353	Ruby Pendant (Beyond) A	红宝石吊坠 (超凡) A
606092	569	13	1782808353	Ruby Pendant (Beyond) A	红宝石吊坠 (超凡) A
616141	568	14	1782808353	Celestial Earring (Beyond) A	天界耳环 (超凡) A
616142	568	14	1782808353	Celestial Earring (Beyond) A	天界耳环 (超凡) A
446091	559	15	1782808353	Rune Bolt (Beyond) A	符文弩箭 (超凡) A
446092	559	15	1782808353	Rune Bolt (Beyond) A	符文弩箭 (超凡) A
446111	557	16	1782808353	Fate Bolt (Beyond) A	命运弩箭 (超凡) A
446112	557	16	1782808353	Fate Bolt (Beyond) A	命运弩箭 (超凡) A
616111	541	17	1782808353	Sapphire Earring (Beyond) A	蓝宝石耳环 (超凡) A
616112	541	17	1782808353	Sapphire Earring (Beyond) A	蓝宝石耳环 (超凡) A
626141	517	18	1782808353	Eclipse Ring (Beyond) A	蚀月戒指 (超凡) A
626142	517	18	1782808353	Eclipse Ring (Beyond) A	蚀月戒指 (超凡) A
456171	458	19	1782808353	Dimensional Hatchet (Beyond) A	次元手斧 (超凡) A
456172	458	19	1782808353	Dimensional Hatchet (Beyond) A	次元手斧 (超凡) A
416171	445	20	1782808353	Dimensional Arrow (Beyond) A	次元箭 (超凡) A
416172	445	20	1782808353	Dimensional Arrow (Beyond) A	次元箭 (超凡) A
606071	440	21	1782808353	Moonstone Pendant (Beyond) A	月光石吊坠 (超凡) A
606072	440	21	1782808353	Moonstone Pendant (Beyond) A	月光石吊坠 (超凡) A
425041	420	22	1782808353	Frozen Orb (Arcana) A	冰冻法球 (至宝) A
425042	420	22	1782808353	Frozen Orb (Arcana) A	冰冻法球 (至宝) A
455051	401	23	1782808353	War Hatchet (Arcana) A	战用手斧 (至宝) A
455052	401	23	1782808353	War Hatchet (Arcana) A	战用手斧 (至宝) A
626171	396	24	1782808353	Ethereal Ring (Beyond) A	以太戒指 (超凡) A
626172	396	24	1782808353	Ethereal Ring (Beyond) A	以太戒指 (超凡) A
346071	365	25	1782808353	Iron Crossbow (Beyond) A	铁制弩 (超凡) A
346072	365	25	1782808353	Iron Crossbow (Beyond) A	铁制弩 (超凡) A
616071	362	26	1782808353	Emerald Earring (Beyond) A	祖母绿耳环 (超凡) A
616072	362	26	1782808353	Emerald Earring (Beyond) A	祖母绿耳环 (超凡) A
445071	350	27	1782808353	Iron Bolt (Arcana) A	铁制弩箭 (至宝) A
445072	350	27	1782808353	Iron Bolt (Arcana) A	铁制弩箭 (至宝) A
316171	321	28	1782808353	Shadow Bow (Beyond) A	暗影之弓 (超凡) A
316172	321	28	1782808353	Shadow Bow (Beyond) A	暗影之弓 (超凡) A
445041	319	29	1782808353	Barbed Bolt (Arcana) A	倒刺弩箭 (至宝) A
445042	319	29	1782808353	Barbed Bolt (Arcana) A	倒刺弩箭 (至宝) A
416071	319	30	1782808353	Gale Arrow (Beyond) A	疾风箭 (超凡) A
416072	319	30	1782808353	Gale Arrow (Beyond) A	疾风箭 (超凡) A
636091	304	31	1782808353	Crimson Bracer (Beyond) A	绯红腕甲 (超凡) A
636092	304	31	1782808353	Crimson Bracer (Beyond) A	绯红腕甲 (超凡) A
416111	300	32	1782808353	Fate Arrow (Beyond) A	命运之箭 (超凡) A
416112	300	32	1782808353	Fate Arrow (Beyond) A	命运之箭 (超凡) A
626071	282	33	1782808353	Amber Ring (Beyond) A	琥珀戒指 (超凡) A
626072	282	33	1782808353	Amber Ring (Beyond) A	琥珀戒指 (超凡) A
456111	247	34	1782808353	Mystic Hatchet (Beyond) A	神秘手斧 (超凡) A
456112	247	34	1782808353	Mystic Hatchet (Beyond) A	神秘手斧 (超凡) A
605171	231	35	1782808353	Ethereal Amulet (Arcana) A	以太护符 (至宝) A
605172	231	35	1782808353	Ethereal Amulet (Arcana) A	以太护符 (至宝) A
626091	229	36	1782808353	Amethyst Ring (Beyond) A	紫水晶戒指 (超凡) A
626092	229	36	1782808353	Amethyst Ring (Beyond) A	紫水晶戒指 (超凡) A
446071	229	37	1782808353	Iron Bolt (Beyond) A	铁制弩箭 (超凡) A
446072	229	37	1782808353	Iron Bolt (Beyond) A	铁制弩箭 (超凡) A
416141	223	38	1782808353	Haste Arrow (Beyond) A	迅捷箭 (超凡) A
416142	223	38	1782808353	Haste Arrow (Beyond) A	迅捷箭 (超凡) A
616091	222	39	1782808353	Tiger Eye Earring (Beyond) A	虎眼耳环 (超凡) A
616092	222	39	1782808353	Tiger Eye Earring (Beyond) A	虎眼耳环 (超凡) A
316111	216	40	1782808353	Mystic Bow (Beyond) A	神秘之弓 (超凡) A
316112	216	40	1782808353	Mystic Bow (Beyond) A	神秘之弓 (超凡) A
535041	207	41	1782808353	Knight Boots (Arcana) A	骑士靴 (至宝) A
535042	207	41	1782808353	Knight Boots (Arcana) A	骑士靴 (至宝) A
345051	204	42	1782808353	Exceptional Crossbow (Arcana) A	卓越弩 (至宝) A
345052	204	42	1782808353	Exceptional Crossbow (Arcana) A	卓越弩 (至宝) A
326171	195	43	1782808353	Tempest Staff (Beyond) A	暴风之杖 (超凡) A
326172	195	43	1782808353	Tempest Staff (Beyond) A	暴风之杖 (超凡) A
346111	192	44	1782808353	Mystic Crossbow (Beyond) A	神秘弩 (超凡) A
346112	192	44	1782808353	Mystic Crossbow (Beyond) A	神秘弩 (超凡) A
160006	191	45	1782808353	Empire 50th Anniversary Coin	帝国建国50周年纪念币
635051	183	46	1782808353	Platinum Bracer (Arcana) A	铂金护腕 (至宝) A
635052	183	46	1782808353	Platinum Bracer (Arcana) A	铂金护腕 (至宝) A
455041	178	47	1782808353	Steel Hatchet (Arcana) A	钢铁手斧 (至宝) A
455042	178	47	1782808353	Steel Hatchet (Arcana) A	钢铁手斧 (至宝) A
454021	174	48	1782808353	Leather Hatchet (Immortal) A	皮革手斧 (不朽) A
454022	174	48	1782808353	Leather Hatchet (Immortal) A	皮革手斧 (不朽) A
605051	170	49	1782808353	Platinum Amulet (Arcana) A	白金护符 (至宝) A
605052	170	49	1782808353	Platinum Amulet (Arcana) A	白金护符 (至宝) A
426071	163	50	1782808353	Rune Orb (Beyond) A	符文宝珠 (超凡) A
426072	163	50	1782808353	Rune Orb (Beyond) A	符文宝珠 (超凡) A
446141	161	51	1782808353	Haste Bolt (Beyond) A	迅捷弩箭 (超凡) A
446142	161	51	1782808353	Haste Bolt (Beyond) A	迅捷弩箭 (超凡) A
605041	158	52	1782808353	Gold Amulet (Arcana) A	黄金护身符 (至宝) A
605042	158	52	1782808353	Gold Amulet (Arcana) A	黄金护身符 (至宝) A
456141	158	53	1782808353	Limitless Hatchet (Beyond) A	无限手斧 (超凡) A
456142	158	53	1782808353	Limitless Hatchet (Beyond) A	无限手斧 (超凡) A
605111	149	54	1782808353	Emerald Amulet (Arcana) A	翡翠护符 (至宝) A
605112	149	54	1782808353	Emerald Amulet (Arcana) A	翡翠护符 (至宝) A
615111	135	55	1782808353	Sapphire Earring (Arcana) A	蓝宝石耳环 (至宝) A
615112	135	55	1782808353	Sapphire Earring (Arcana) A	蓝宝石耳环 (至宝) A
443021	133	56	1782808353	Fear Bolt (Legendary) A	恐惧弩矢 (传奇) A
443022	133	56	1782808353	Fear Bolt (Legendary) A	恐惧弩矢 (传奇) A
444031	130	57	1782808353	Hunter's Bolt (Immortal) A	猎人弩箭 (不朽) A
444032	130	57	1782808353	Hunter's Bolt (Immortal) A	猎人弩箭 (不朽) A
436171	129	58	1782808353	Dimensional Tome (Beyond) A	次元魔法书 (超凡) A
436172	129	58	1782808353	Dimensional Tome (Beyond) A	次元魔法书 (超凡) A
346171	125	59	1782808353	Dimensional Crossbow (Beyond) A	次元弩 (超凡) A
346172	125	59	1782808353	Dimensional Crossbow (Beyond) A	次元弩 (超凡) A
444051	123	60	1782808353	Beast Bolt (Immortal) A	野兽弩矢 (不朽) A
444052	123	60	1782808353	Beast Bolt (Immortal) A	野兽弩矢 (不朽) A
316071	122	61	1782808353	Dusk Bow (Beyond) A	黄昏之弓 (超凡) A
316072	122	61	1782808353	Dusk Bow (Beyond) A	黄昏之弓 (超凡) A
625041	121	62	1782808353	Gold Ring (Arcana) A	金戒指 (至宝) A
625042	121	62	1782808353	Gold Ring (Arcana) A	金戒指 (至宝) A
426171	117	63	1782808353	Dimensional Orb (Beyond) A	次元宝珠 (超凡) A
426172	117	63	1782808353	Dimensional Orb (Beyond) A	次元宝珠 (超凡) A
605071	116	64	1782808353	Moonstone Pendant (Arcana) A	月光石吊坠 (至宝) A
605072	116	64	1782808353	Moonstone Pendant (Arcana) A	月光石吊坠 (至宝) A
356171	112	65	1782808353	Dimensional Axe (Beyond) A	次元斧 (超凡) A
356172	112	65	1782808353	Dimensional Axe (Beyond) A	次元斧 (超凡) A
426091	107	66	1782808353	Arcane Orb (Beyond) A	奥术法球 (超凡) A
426092	107	66	1782808353	Arcane Orb (Beyond) A	奥术法球 (超凡) A
346091	105	67	1782808353	Elite Crossbow (Beyond) A	精英弩 (超凡) A
346092	105	67	1782808353	Elite Crossbow (Beyond) A	精英弩 (超凡) A
455071	104	68	1782808353	Battle Hatchet (Arcana) A	战斗手斧 (至宝) A
455072	104	68	1782808353	Battle Hatchet (Arcana) A	战斗手斧 (至宝) A
444041	102	69	1782808353	Barbed Bolt (Immortal) A	倒刺弩箭 (不朽) A
444042	102	69	1782808353	Barbed Bolt (Immortal) A	倒刺弩箭 (不朽) A
356071	102	70	1782808353	Great Axe (Beyond) A	巨斧 (超凡) A
356072	102	70	1782808353	Great Axe (Beyond) A	巨斧 (超凡) A
416091	100	71	1782808353	Rune Arrow (Beyond) A	符文箭 (超凡) A
416092	100	71	1782808353	Rune Arrow (Beyond) A	符文箭 (超凡) A
625051	92	72	1782808353	Platinum Ring (Arcana) A	铂金戒指 (至宝) A
625052	92	72	1782808353	Platinum Ring (Arcana) A	铂金戒指 (至宝) A
453021	90	73	1782808353	Leather Hatchet (Legendary) A	皮革手斧 (传奇) A
453022	90	73	1782808353	Leather Hatchet (Legendary) A	皮革手斧 (传奇) A
436141	90	74	1782808353	Warrior's Tome (Beyond) A	战士魔法书 (超凡) A
436142	90	74	1782808353	Warrior's Tome (Beyond) A	战士魔法书 (超凡) A
454031	89	75	1782808353	Long Hatchet (Immortal) A	长柄手斧 (不朽) A
454032	89	75	1782808353	Long Hatchet (Immortal) A	长柄手斧 (不朽) A
415171	87	76	1782808353	Dimensional Arrow (Arcana) A	次元箭 (至宝) A
415172	87	76	1782808353	Dimensional Arrow (Arcana) A	次元箭 (至宝) A
326111	86	77	1782808353	Void Staff (Beyond) A	虚空法杖 (超凡) A
326112	86	77	1782808353	Void Staff (Beyond) A	虚空法杖 (超凡) A
536141	85	78	1782808353	Shine Boots (Beyond) A	闪光靴 (超凡) A
536142	85	78	1782808353	Shine Boots (Beyond) A	闪光靴 (超凡) A
615041	83	79	1782808353	Gold Earring (Arcana) A	黄金耳环 (至宝) A
615042	83	79	1782808353	Gold Earring (Arcana) A	黄金耳环 (至宝) A
615051	79	80	1782808353	Platinum Earring (Arcana) A	白金耳环 (至宝) A
615052	79	80	1782808353	Platinum Earring (Arcana) A	白金耳环 (至宝) A
426141	78	81	1782808353	Ancient Orb (Beyond) A	远古法球 (超凡) A
426142	78	81	1782808353	Ancient Orb (Beyond) A	远古法球 (超凡) A
406171	78	82	1782808353	Dimensional Shield (Beyond) A	次元盾 (超凡) A
406172	78	82	1782808353	Dimensional Shield (Beyond) A	次元盾 (超凡) A
406141	77	83	1782808353	Radiant Shield (Beyond) A	光辉盾 (超凡) A
406142	77	83	1782808353	Radiant Shield (Beyond) A	光辉盾 (超凡) A
526111	76	84	1782808353	Mystic Gloves (Beyond) A	神秘手套 (超凡) A
526112	76	84	1782808353	Mystic Gloves (Beyond) A	神秘手套 (超凡) A
625171	75	85	1782808353	Ethereal Ring (Arcana) A	以太戒指 (至宝) A
625172	75	85	1782808353	Ethereal Ring (Arcana) A	以太戒指 (至宝) A
344021	74	86	1782808353	Leather Crossbow (Immortal) A	皮革弩 (不朽) A
344022	74	86	1782808353	Leather Crossbow (Immortal) A	皮革弩 (不朽) A
116004	73	87	1782808353	Twilight Amethyst	暮光紫水晶
356141	72	88	1782808353	Limitless Axe (Beyond) A	无限斧 (超凡) A
356142	72	88	1782808353	Limitless Axe (Beyond) A	无限斧 (超凡) A
415041	70	89	1782808353	Barbed Arrow (Arcana) A	倒刺箭 (至宝) A
415042	70	89	1782808353	Barbed Arrow (Arcana) A	倒刺箭 (至宝) A
615071	70	90	1782808353	Emerald Earring (Arcana) A	祖母绿耳环 (至宝) A
615072	70	90	1782808353	Emerald Earring (Arcana) A	祖母绿耳环 (至宝) A
316091	69	91	1782808353	Elite Bow (Beyond) A	精英弓 (超凡) A
316092	69	91	1782808353	Elite Bow (Beyond) A	精英弓 (超凡) A
526171	68	92	1782808353	Dimensional Gloves (Beyond) A	次元手套 (超凡) A
526172	68	92	1782808353	Dimensional Gloves (Beyond) A	次元手套 (超凡) A
526141	68	93	1782808353	Shine Gloves (Beyond) A	闪光手套 (超凡) A
526142	68	93	1782808353	Shine Gloves (Beyond) A	闪光手套 (超凡) A
415051	67	94	1782808353	Azure Arrow (Arcana) A	蔚蓝之箭 (至宝) A
415052	67	94	1782808353	Azure Arrow (Arcana) A	蔚蓝之箭 (至宝) A
506141	65	95	1782808353	Fighter's Helmet (Beyond) A	战士头盔 (超凡) A
506142	65	95	1782808353	Fighter's Helmet (Beyond) A	战士头盔 (超凡) A
160005	65	96	1782808353	Kingdom 50th Anniversary Coin	王国50周年纪念币
345041	63	97	1782808353	Complete Crossbow (Arcana) A	完整弩 (至宝) A
345042	63	97	1782808353	Complete Crossbow (Arcana) A	完整弩 (至宝) A
406071	62	98	1782808353	War Shield (Beyond) A	战争盾 (超凡) A
406072	62	98	1782808353	War Shield (Beyond) A	战争盾 (超凡) A
345071	61	99	1782808353	Iron Crossbow (Arcana) A	铁制弩 (至宝) A
345072	61	99	1782808353	Iron Crossbow (Arcana) A	铁制弩 (至宝) A
326141	61	100	1782808353	Sacred Staff (Beyond) A	神圣法杖 (超凡) A
326142	61	100	1782808353	Sacred Staff (Beyond) A	神圣法杖 (超凡) A
