# TaskBarHeroSpeed traded market price list
# generated_at_utc=2026-06-30T09:43:12+00:00
# source_prices=https://raw.githubusercontent.com/WarmBed/TBH-DPS-dashboard/data/prices.json
# prices_cached_at=1782808353238
# item_ids=1315
item_id	price_cents	last_sold_at	market_hash	name_zh_hans
444042	102	1782808353	Barbed Bolt (Immortal) A	倒刺弩箭 (不朽) A
356071	102	1782808353	Great Axe (Beyond) A	巨斧 (超凡) A
356072	102	1782808353	Great Axe (Beyond) A	巨斧 (超凡) A
416091	100	1782808353	Rune Arrow (Beyond) A	符文箭 (超凡) A
416092	100	1782808353	Rune Arrow (Beyond) A	符文箭 (超凡) A
625051	92	1782808353	Platinum Ring (Arcana) A	铂金戒指 (至宝) A
625052	92	1782808353	Platinum Ring (Arcana) A	铂金戒指 (至宝) A
453021	90	1782808353	Leather Hatchet (Legendary) A	皮革手斧 (传奇) A
453022	90	1782808353	Leather Hatchet (Legendary) A	皮革手斧 (传奇) A
436141	90	1782808353	Warrior's Tome (Beyond) A	战士魔法书 (超凡) A
436142	90	1782808353	Warrior's Tome (Beyond) A	战士魔法书 (超凡) A
454031	89	1782808353	Long Hatchet (Immortal) A	长柄手斧 (不朽) A
454032	89	1782808353	Long Hatchet (Immortal) A	长柄手斧 (不朽) A
415171	87	1782808353	Dimensional Arrow (Arcana) A	次元箭 (至宝) A
415172	87	1782808353	Dimensional Arrow (Arcana) A	次元箭 (至宝) A
326111	86	1782808353	Void Staff (Beyond) A	虚空法杖 (超凡) A
326112	86	1782808353	Void Staff (Beyond) A	虚空法杖 (超凡) A
536141	85	1782808353	Shine Boots (Beyond) A	闪光靴 (超凡) A
536142	85	1782808353	Shine Boots (Beyond) A	闪光靴 (超凡) A
615041	83	1782808353	Gold Earring (Arcana) A	黄金耳环 (至宝) A
615042	83	1782808353	Gold Earring (Arcana) A	黄金耳环 (至宝) A
615051	79	1782808353	Platinum Earring (Arcana) A	白金耳环 (至宝) A
615052	79	1782808353	Platinum Earring (Arcana) A	白金耳环 (至宝) A
426141	78	1782808353	Ancient Orb (Beyond) A	远古法球 (超凡) A
426142	78	1782808353	Ancient Orb (Beyond) A	远古法球 (超凡) A
406171	78	1782808353	Dimensional Shield (Beyond) A	次元盾 (超凡) A
406172	78	1782808353	Dimensional Shield (Beyond) A	次元盾 (超凡) A
406141	77	1782808353	Radiant Shield (Beyond) A	光辉盾 (超凡) A
406142	77	1782808353	Radiant Shield (Beyond) A	光辉盾 (超凡) A
526111	76	1782808353	Mystic Gloves (Beyond) A	神秘手套 (超凡) A
526112	76	1782808353	Mystic Gloves (Beyond) A	神秘手套 (超凡) A
625171	75	1782808353	Ethereal Ring (Arcana) A	以太戒指 (至宝) A
625172	75	1782808353	Ethereal Ring (Arcana) A	以太戒指 (至宝) A
344021	74	1782808353	Leather Crossbow (Immortal) A	皮革弩 (不朽) A
344022	74	1782808353	Leather Crossbow (Immortal) A	皮革弩 (不朽) A
116004	73	1782808353	Twilight Amethyst	暮光紫水晶
356141	72	1782808353	Limitless Axe (Beyond) A	无限斧 (超凡) A
356142	72	1782808353	Limitless Axe (Beyond) A	无限斧 (超凡) A
415041	70	1782808353	Barbed Arrow (Arcana) A	倒刺箭 (至宝) A
415042	70	1782808353	Barbed Arrow (Arcana) A	倒刺箭 (至宝) A
615071	70	1782808353	Emerald Earring (Arcana) A	祖母绿耳环 (至宝) A
615072	70	1782808353	Emerald Earring (Arcana) A	祖母绿耳环 (至宝) A
316091	69	1782808353	Elite Bow (Beyond) A	精英弓 (超凡) A
316092	69	1782808353	Elite Bow (Beyond) A	精英弓 (超凡) A
526171	68	1782808353	Dimensional Gloves (Beyond) A	次元手套 (超凡) A
526172	68	1782808353	Dimensional Gloves (Beyond) A	次元手套 (超凡) A
526141	68	1782808353	Shine Gloves (Beyond) A	闪光手套 (超凡) A
526142	68	1782808353	Shine Gloves (Beyond) A	闪光手套 (超凡) A
415051	67	1782808353	Azure Arrow (Arcana) A	蔚蓝之箭 (至宝) A
415052	67	1782808353	Azure Arrow (Arcana) A	蔚蓝之箭 (至宝) A
506141	65	1782808353	Fighter's Helmet (Beyond) A	战士头盔 (超凡) A
506142	65	1782808353	Fighter's Helmet (Beyond) A	战士头盔 (超凡) A
160005	65	1782808353	Kingdom 50th Anniversary Coin	王国50周年纪念币
345041	63	1782808353	Complete Crossbow (Arcana) A	完整弩 (至宝) A
345042	63	1782808353	Complete Crossbow (Arcana) A	完整弩 (至宝) A
406071	62	1782808353	War Shield (Beyond) A	战争盾 (超凡) A
406072	62	1782808353	War Shield (Beyond) A	战争盾 (超凡) A
345071	61	1782808353	Iron Crossbow (Arcana) A	铁制弩 (至宝) A
345072	61	1782808353	Iron Crossbow (Arcana) A	铁制弩 (至宝) A
326141	61	1782808353	Sacred Staff (Beyond) A	神圣法杖 (超凡) A
326142	61	1782808353	Sacred Staff (Beyond) A	神圣法杖 (超凡) A
326071	60	1782808353	Sage Staff (Beyond) A	贤者之杖 (超凡) A
326072	60	1782808353	Sage Staff (Beyond) A	贤者之杖 (超凡) A
625091	59	1782808353	Amethyst Ring (Arcana) A	紫水晶戒指 (至宝) A
625092	59	1782808353	Amethyst Ring (Arcana) A	紫水晶戒指 (至宝) A
435051	59	1782808353	Blessed Tome (Arcana) A	祝福典籍 (至宝) A
435052	59	1782808353	Blessed Tome (Arcana) A	祝福典籍 (至宝) A
625111	58	1782808353	Emerald Ring (Arcana) A	翡翠戒指 (至宝) A
625112	58	1782808353	Emerald Ring (Arcana) A	翡翠戒指 (至宝) A
406111	58	1782808353	Mystic Shield (Beyond) A	神秘盾牌 (超凡) A
406112	58	1782808353	Mystic Shield (Beyond) A	神秘盾牌 (超凡) A
336141	57	1782808353	Limitless Scepter (Beyond) A	无限权杖 (超凡) A
336142	57	1782808353	Limitless Scepter (Beyond) A	无限权杖 (超凡) A
336111	56	1782808353	Fate Scepter (Beyond) A	命运权杖 (超凡) A
336112	56	1782808353	Fate Scepter (Beyond) A	命运权杖 (超凡) A
516071	56	1782808353	War Armor (Beyond) A	战争铠甲 (超凡) A
516072	56	1782808353	War Armor (Beyond) A	战争铠甲 (超凡) A
336171	55	1782808353	Dimensional Scepter (Beyond) A	次元权杖 (超凡) A
336172	55	1782808353	Dimensional Scepter (Beyond) A	次元权杖 (超凡) A
625141	55	1782808353	Eclipse Ring (Arcana) A	蚀月戒指 (至宝) A
625142	55	1782808353	Eclipse Ring (Arcana) A	蚀月戒指 (至宝) A
443051	54	1782808353	Beast Bolt (Legendary) A	野兽弩矢 (传奇) A
443052	54	1782808353	Beast Bolt (Legendary) A	野兽弩矢 (传奇) A
526071	54	1782808353	War Gloves (Beyond) A	战争手套 (超凡) A
526072	54	1782808353	War Gloves (Beyond) A	战争手套 (超凡) A
536171	53	1782808353	Dimensional Boots (Beyond) A	次元靴 (超凡) A
536172	53	1782808353	Dimensional Boots (Beyond) A	次元靴 (超凡) A
415111	53	1782808353	Fate Arrow (Arcana) A	命运之箭 (至宝) A
415112	53	1782808353	Fate Arrow (Arcana) A	命运之箭 (至宝) A
506111	53	1782808353	Fate Helmet (Beyond) A	命运头盔 (超凡) A
506112	53	1782808353	Fate Helmet (Beyond) A	命运头盔 (超凡) A
516141	53	1782808353	Shine Armor (Beyond) A	闪光铠甲 (超凡) A
516142	53	1782808353	Shine Armor (Beyond) A	闪光铠甲 (超凡) A
634021	50	1782808353	Bronze Bracer (Immortal) A	青铜护腕 (不朽) A
634022	50	1782808353	Bronze Bracer (Immortal) A	青铜护腕 (不朽) A
415071	50	1782808353	Gale Arrow (Arcana) A	疾风箭 (至宝) A
415072	50	1782808353	Gale Arrow (Arcana) A	疾风箭 (至宝) A
344031	50	1782808353	Long Crossbow (Immortal) A	长弩 (不朽) A
344032	50	1782808353	Long Crossbow (Immortal) A	长弩 (不朽) A
454051	50	1782808353	War Hatchet (Immortal) A	战用手斧 (不朽) A
454052	50	1782808353	War Hatchet (Immortal) A	战用手斧 (不朽) A
135001	49	1782808353	Scroll of Arcana Inscription	奥术铭文卷轴
604021	48	1782808353	Bronze Amulet (Immortal) A	青铜护符 (不朽) A
604022	48	1782808353	Bronze Amulet (Immortal) A	青铜护符 (不朽) A
443031	48	1782808353	Hunter's Bolt (Legendary) A	猎人弩箭 (传奇) A
443032	48	1782808353	Hunter's Bolt (Legendary) A	猎人弩箭 (传奇) A
356111	46	1782808353	Fate Axe (Beyond) A	命运之斧 (超凡) A
356112	46	1782808353	Fate Axe (Beyond) A	命运之斧 (超凡) A
336071	43	1782808353	Devout Scepter (Beyond) A	虔诚权杖 (超凡) A
336072	43	1782808353	Devout Scepter (Beyond) A	虔诚权杖 (超凡) A
635041	43	1782808353	Gold Bracer (Arcana) A	黄金臂甲 (至宝) A
635042	43	1782808353	Gold Bracer (Arcana) A	黄金臂甲 (至宝) A
506071	42	1782808353	War Helmet (Beyond) A	战争头盔 (超凡) A
506072	42	1782808353	War Helmet (Beyond) A	战争头盔 (超凡) A
415141	41	1782808353	Haste Arrow (Arcana) A	迅捷箭 (至宝) A
415142	41	1782808353	Haste Arrow (Arcana) A	迅捷箭 (至宝) A
516171	40	1782808353	Dimensional Armor (Beyond) A	次元铠甲 (超凡) A
516172	40	1782808353	Dimensional Armor (Beyond) A	次元铠甲 (超凡) A
435041	40	1782808353	Knight's Tome (Arcana) A	骑士魔法书 (至宝) A
435042	40	1782808353	Knight's Tome (Arcana) A	骑士魔法书 (至宝) A
315141	40	1782808353	Limitless Bow (Arcana) A	无限弓 (至宝) A
315142	40	1782808353	Limitless Bow (Arcana) A	无限弓 (至宝) A
116003	40	1782808353	Phantom Emerald	幽灵祖母绿
624021	39	1782808353	Bronze Ring (Immortal) A	青铜戒指 (不朽) A
624022	39	1782808353	Bronze Ring (Immortal) A	青铜戒指 (不朽) A
506171	38	1782808353	Dimensional Helmet (Beyond) A	次元头盔 (超凡) A
506172	38	1782808353	Dimensional Helmet (Beyond) A	次元头盔 (超凡) A
344051	38	1782808353	Exceptional Crossbow (Immortal) A	卓越弩 (不朽) A
344052	38	1782808353	Exceptional Crossbow (Immortal) A	卓越弩 (不朽) A
604031	38	1782808353	Silver Amulet (Immortal) A	银制护符 (不朽) A
604032	38	1782808353	Silver Amulet (Immortal) A	银制护符 (不朽) A
306111	36	1782808353	Fate Sword (Beyond) A	命运之剑 (超凡) A
306112	36	1782808353	Fate Sword (Beyond) A	命运之剑 (超凡) A
425051	36	1782808353	Prophecy Orb (Arcana) A	预言宝珠 (至宝) A
425052	36	1782808353	Prophecy Orb (Arcana) A	预言宝珠 (至宝) A
444071	35	1782808353	Iron Bolt (Immortal) A	铁制弩箭 (不朽) A
444072	35	1782808353	Iron Bolt (Immortal) A	铁制弩箭 (不朽) A
536071	35	1782808353	War Boots (Beyond) A	战争靴 (超凡) A
536072	35	1782808353	War Boots (Beyond) A	战争靴 (超凡) A
443041	34	1782808353	Barbed Bolt (Legendary) A	倒刺弩箭 (传奇) A
443042	34	1782808353	Barbed Bolt (Legendary) A	倒刺弩箭 (传奇) A
116002	33	1782808353	Astral Diamond	星辰钻石
126002	33	1782808353	Kraken Ink	海妖墨汁
355051	33	1782808353	War Axe (Arcana) A	战斧 (至宝) A
355052	33	1782808353	War Axe (Arcana) A	战斧 (至宝) A
445111	32	1782808353	Fate Bolt (Arcana) A	命运弩箭 (至宝) A
445112	32	1782808353	Fate Bolt (Arcana) A	命运弩箭 (至宝) A
445171	31	1782808353	Dimensional Bolt (Arcana) A	次元弩箭 (至宝) A
445172	31	1782808353	Dimensional Bolt (Arcana) A	次元弩箭 (至宝) A
435071	31	1782808353	War Tome (Arcana) A	战争魔法书 (至宝) A
435072	31	1782808353	War Tome (Arcana) A	战争魔法书 (至宝) A
406091	29	1782808353	Elite Shield (Beyond) A	精英盾 (超凡) A
406092	29	1782808353	Elite Shield (Beyond) A	精英盾 (超凡) A
453031	29	1782808353	Long Hatchet (Legendary) A	长柄手斧 (传奇) A
453032	29	1782808353	Long Hatchet (Legendary) A	长柄手斧 (传奇) A
635071	29	1782808353	Obsidian Bracer (Arcana) A	黑曜石腕甲 (至宝) A
635072	29	1782808353	Obsidian Bracer (Arcana) A	黑曜石腕甲 (至宝) A
506091	29	1782808353	Rune Helmet (Beyond) A	符文头盔 (超凡) A
506092	29	1782808353	Rune Helmet (Beyond) A	符文头盔 (超凡) A
355041	29	1782808353	Steel Axe (Arcana) A	钢铁斧 (至宝) A
355042	29	1782808353	Steel Axe (Arcana) A	钢铁斧 (至宝) A
414021	28	1782808353	Iron Arrow (Immortal) A	铁箭 (不朽) A
414022	28	1782808353	Iron Arrow (Immortal) A	铁箭 (不朽) A
336091	28	1782808353	Rune Scepter (Beyond) A	符文权杖 (超凡) A
336092	28	1782808353	Rune Scepter (Beyond) A	符文权杖 (超凡) A
126003	28	1782808353	Titan Marrow	泰坦骨髓
326091	27	1782808353	Comet Staff (Beyond) A	彗星法杖 (超凡) A
326092	27	1782808353	Comet Staff (Beyond) A	彗星法杖 (超凡) A
634111	27	1782808353	Emerald Bracer (Immortal) A	祖母绿护腕 (不朽) A
634112	27	1782808353	Emerald Bracer (Immortal) A	祖母绿护腕 (不朽) A
516091	27	1782808353	Rune Plate (Beyond) A	符文板甲 (超凡) A
516092	27	1782808353	Rune Plate (Beyond) A	符文板甲 (超凡) A
306171	26	1782808353	Dimensional Sword (Beyond) A	次元之剑 (超凡) A
306172	26	1782808353	Dimensional Sword (Beyond) A	次元之剑 (超凡) A
536091	26	1782808353	Rune Boots (Beyond) A	符文靴 (超凡) A
536092	26	1782808353	Rune Boots (Beyond) A	符文靴 (超凡) A
306091	26	1782808353	Rune Sword (Beyond) A	符文剑 (超凡) A
306092	26	1782808353	Rune Sword (Beyond) A	符文剑 (超凡) A
635091	24	1782808353	Crimson Bracer (Arcana) A	绯红腕甲 (至宝) A
635092	24	1782808353	Crimson Bracer (Arcana) A	绯红腕甲 (至宝) A
306071	24	1782808353	Knight Sword (Beyond) A	骑士之剑 (超凡) A
306072	24	1782808353	Knight Sword (Beyond) A	骑士之剑 (超凡) A
435111	23	1782808353	Fate Tome (Arcana) A	命运法典 (至宝) A
435112	23	1782808353	Fate Tome (Arcana) A	命运法典 (至宝) A
526091	23	1782808353	Rune Gloves (Beyond) A	符文手套 (超凡) A
526092	23	1782808353	Rune Gloves (Beyond) A	符文手套 (超凡) A
134001	23	1782808353	Scroll of Immortal Inscription	不朽铭文卷轴
624031	23	1782808353	Silver Ring (Immortal) A	银戒指 (不朽) A
624032	23	1782808353	Silver Ring (Immortal) A	银戒指 (不朽) A
454041	23	1782808353	Steel Hatchet (Immortal) A	钢铁手斧 (不朽) A
454042	23	1782808353	Steel Hatchet (Immortal) A	钢铁手斧 (不朽) A
455171	22	1782808353	Dimensional Hatchet (Arcana) A	次元手斧 (至宝) A
455172	22	1782808353	Dimensional Hatchet (Arcana) A	次元手斧 (至宝) A
604051	22	1782808353	Platinum Amulet (Immortal) A	白金护符 (不朽) A
604052	22	1782808353	Platinum Amulet (Immortal) A	白金护符 (不朽) A
126004	22	1782808353	Void Ichor	虚空精华
160004	21	1782808353	Empire 10th Anniversary Coin	帝国十周年纪念币
354021	21	1782808353	Iron Axe (Immortal) A	铁斧 (不朽) A
354022	21	1782808353	Iron Axe (Immortal) A	铁斧 (不朽) A
345111	21	1782808353	Mystic Crossbow (Arcana) A	神秘弩 (至宝) A
345112	21	1782808353	Mystic Crossbow (Arcana) A	神秘弩 (至宝) A
315171	21	1782808353	Shadow Bow (Arcana) A	暗影之弓 (至宝) A
315172	21	1782808353	Shadow Bow (Arcana) A	暗影之弓 (至宝) A
354031	20	1782808353	Battle Axe (Immortal) A	战斧 (不朽) A
354032	20	1782808353	Battle Axe (Immortal) A	战斧 (不朽) A
604111	20	1782808353	Emerald Amulet (Immortal) A	翡翠护符 (不朽) A
604112	20	1782808353	Emerald Amulet (Immortal) A	翡翠护符 (不朽) A
624051	20	1782808353	Platinum Ring (Immortal) A	铂金戒指 (不朽) A
624052	20	1782808353	Platinum Ring (Immortal) A	铂金戒指 (不朽) A
356091	20	1782808353	Rune Axe (Beyond) A	符文斧 (超凡) A
356092	20	1782808353	Rune Axe (Beyond) A	符文斧 (超凡) A
425111	19	1782808353	Mystic Orb (Arcana) A	神秘宝珠 (至宝) A
425112	19	1782808353	Mystic Orb (Arcana) A	神秘宝珠 (至宝) A
425071	19	1782808353	Rune Orb (Arcana) A	符文宝珠 (至宝) A
425072	19	1782808353	Rune Orb (Arcana) A	符文宝珠 (至宝) A
444011	19	1782808353	Short Bolt (Immortal) A	短弩箭 (不朽) A
444012	19	1782808353	Short Bolt (Immortal) A	短弩箭 (不朽) A
344041	18	1782808353	Complete Crossbow (Immortal) A	完整弩 (不朽) A
344042	18	1782808353	Complete Crossbow (Immortal) A	完整弩 (不朽) A
424021	18	1782808353	Elder Orb (Immortal) A	长老法球 (不朽) A
